id,source_id,city,school,title,post_date,year,job_category,position_keywords,degree_requirement,major_requirement,political_requirement,fresh_graduate,deadline,summary,list_url,detail_url,attachment_urls,content_hash,first_seen_at,last_seen_at,status,is_new_today
119,DLUT_HR,大连,大连理工大学,07-21 2026 进校人员公示（2026年第28次）,2026-07-21,2026,招聘后续通知,管理岗,博士,详见官方公告,未明确,未明确,,进校人员公示（2026年第28次）-人力资源处 中文 | English 首页 人才招聘 招聘首页 人才引进 招聘信息 教授课题组招聘 工作动态 机构设置 通知公告 通知公告 七级管理岗任命 师资队伍 师德监督 师德监督 师德师风建设分委员会 博士后工作 流动站简介 政策文件 新闻通告 办事指南 表格下载 党务工作 办事指南 师资室 人事工作室 工资保险室 综合室 文档下载 人才发展室 师资室 人事工作室 工资保险室 综合室 进校人员公示（2026年第28次） 2026-07,https://perdep.dlut.edu.cn/,https://perdep.dlut.edu.cn/info/1141/22931.htm,,91d8e218b5c8e59b11f8bd06844ec15f6d9ca6cec19e7babb9753d5209d73231,2026-07-22 06:03:43,2026-07-28 05:55:30,有效,0
118,DLUT_HR,大连,大连理工大学,07-21 2026 关于2026年开发管理助理、教学助理岗位招录高校毕业生工作的通知,2026-07-21,2026,行政管理,管理岗|行政|辅导员|学生工作,博士,详见官方公告,未明确,是,,关于2026年开发管理助理、教学助理岗位招录高校毕业生工作的通知-人力资源处 中文 | English 首页 人才招聘 招聘首页 人才引进 招聘信息 教授课题组招聘 工作动态 机构设置 通知公告 通知公告 七级管理岗任命 师资队伍 师德监督 师德监督 师德师风建设分委员会 博士后工作 流动站简介 政策文件 新闻通告 办事指南 表格下载 党务工作 办事指南 师资室 人事工作室 工资保险室 综合室 文档下载 人才发展室 师资室 人事工作室 工资保险室 综合室 关于2026年开发管,https://perdep.dlut.edu.cn/,https://perdep.dlut.edu.cn/info/1141/22941.htm,https://perdep.dlut.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=2093883458&wbfileid=4A44AE5DCD52A4CBDF3B59EC7A9D621A|https://perdep.dlut.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=2093883458&wbfileid=65D93CFFE7B03EDB6D331E292009921A,3698e381b974a0da2a672b2f3789408b5fc94450591a7e8079c66baafd74a78c,2026-07-22 06:03:43,2026-07-31 06:21:04,有效,0
113,LNU_HR,沈阳,辽宁大学,辽宁大学2026年面向社会公开招聘工作人员递补体检人员通知,2026-07-17,2026,招聘后续通知,行政,不限/未明确,详见官方公告,未明确,未明确,,辽宁大学2026年面向社会公开招聘工作人员递补体检人员通知-辽宁大学 人事处 首页 | 单位介绍 | 机构设置 | 工作职责 | 政策法规 | 现任领导 | 人才招聘 | 下载专区 | 联系我们 · 人事科主要工作职责 · 师资科主要工作职责 · 劳资科主要工作职责 · 人才交流中心主要工作职责 · 教职工思想政治教育与师德师风建设... · 考核工作科主要工作职责 · 辽宁人事人才公共服务网 · 辽宁省人民政府 · 辽宁省人事考试网 · 人才招聘 辽宁大学2026年面向社会,https://rsc.lnu.edu.cn/rczp.htm,https://rsc.lnu.edu.cn/info/10465/70780.htm,,b781d089ab9478deb43304dc04e4cf1a9b10a9d9c11566c5c851d46a3db6ed06,2026-07-19 01:51:22,2026-08-06 06:04:57,有效,0
112,DLMU_RCB,大连,大连海事大学,大连海事大学2026年度专任教师（博士）、专职科研人员招聘拟聘用人员公...,2026-07-17,2026,招聘后续通知,办公室,博士,详见官方公告,未明确,未明确,,大连海事大学2026年度专任教师（博士）、专职科研人员招聘拟聘用人员公示（第二次）-大连海事大学党委人才工作办公室 海大主页 首 页 机构介绍 职能简介 机构人员与业务 工作纪事 联系我们 人才工程 国家级 省市级 校级 申报通知 他山之石 人才招聘 高层次人才 海外优秀青年人才 专任教师 航海类教师 科研人员 博士后 实验教师 博士后工作 流动站介绍 招聘信息 通知公告 管理条例 服务指南 表格下载 柔性人才 客座教授 政策制度 国家省市文件 学校文件 地方人才政策 服务指,https://rcb.dlmu.edu.cn/,https://rcb.dlmu.edu.cn/info/1013/4862.htm,,0c42e5476b9e8281461b55297f408c46b6ecdb0319d3bec19386deeafbc5d3aa,2026-07-19 01:50:10,2026-08-04 06:03:17,有效,0
114,LNJYT_GSGG,省级,辽宁省教育厅,辽宁省高中等教育招生考试委员会办公室2026年公开招聘递补人员公告,2026-07-16,2026,招聘后续通知,管理岗|办公室,本科,详见官方公告,未明确,未明确,,辽宁省高中等教育招生考试委员会办公室2026年公开招聘递补人员公告 辽宁省人民政府 邮箱系统 无障碍浏览 首页 基础教育 高等教育 网点地图 职业教育 机构 省教育厅（省委教育工委）领导 省教育厅工作职责 业务处室 直属单位 新闻 头版头条 教育部信息 省委省政府信息 教育要闻 战线联播 图片新闻 公开 最新通知 公示公告 教育文件 政策解读 政府信息公开 服务 政务服务 便民服务 互动 12345综合服务平台 群众投诉 征求意见 依申请公开 专题 便民服务 助学贷款政策 辽,https://jyt.ln.gov.cn/jyt/gk/gsgg/index.shtml,https://jyt.ln.gov.cn/jyt/gk/gsgg/2026071611254462723/index.shtml,,18cfba9e01dca27604e7e8b1cf1358e435c4674119e4b28e8dd8acf59f390c20,2026-07-19 01:52:12,2026-08-06 06:05:57,有效,0
116,LNJYT_GSGG,省级,辽宁省教育厅,关于2026年度辽宁省空军青少年航空学校拟录取名单的公示,2026-07-15,2026,招聘后续通知,,本科,详见官方公告,未明确,未明确,,关于2026年度辽宁省空军青少年航空学校拟录取名单的公示 辽宁省人民政府 邮箱系统 无障碍浏览 首页 基础教育 高等教育 网点地图 职业教育 机构 省教育厅（省委教育工委）领导 省教育厅工作职责 业务处室 直属单位 新闻 头版头条 教育部信息 省委省政府信息 教育要闻 战线联播 图片新闻 公开 最新通知 公示公告 教育文件 政策解读 政府信息公开 服务 政务服务 便民服务 互动 12345综合服务平台 群众投诉 征求意见 依申请公开 专题 便民服务 助学贷款政策 辽宁省教育厅,https://jyt.ln.gov.cn/jyt/gk/gsgg/index.shtml,https://jyt.ln.gov.cn/jyt/gk/gsgg/2026071519055682459/index.shtml,,2e67ced8944d6d3243446c332250a9ddc0fa44c5db3a4f592008e7b30d79ca04,2026-07-19 01:52:12,2026-08-03 06:35:35,有效,0
115,LNJYT_GSGG,省级,辽宁省教育厅,关于2026年度辽宁省海军青少年航空学校拟录取名单的公示,2026-07-15,2026,招聘后续通知,办公室,本科,详见官方公告,未明确,未明确,,关于2026年度辽宁省海军青少年航空学校拟录取名单的公示 辽宁省人民政府 邮箱系统 无障碍浏览 首页 基础教育 高等教育 网点地图 职业教育 机构 省教育厅（省委教育工委）领导 省教育厅工作职责 业务处室 直属单位 新闻 头版头条 教育部信息 省委省政府信息 教育要闻 战线联播 图片新闻 公开 最新通知 公示公告 教育文件 政策解读 政府信息公开 服务 政务服务 便民服务 互动 12345综合服务平台 群众投诉 征求意见 依申请公开 专题 便民服务 助学贷款政策 辽宁省教育厅,https://jyt.ln.gov.cn/jyt/gk/gsgg/index.shtml,https://jyt.ln.gov.cn/jyt/gk/gsgg/2026071519100313346/index.shtml,,366ff015b5a9c42b094e02188cd75f77c4a509c33fc99f24e3c355bf889cd8f8,2026-07-19 01:52:12,2026-08-03 06:35:35,有效,0
92,LNJYT_GSGG,省级,辽宁省教育厅,关于第二届辽宁省出版政府奖拟推荐名单的公示,2026-07-09,2026,招聘后续通知,信息化,本科,详见官方公告,未明确,未明确,2026-07-09,关于第二届辽宁省出版政府奖拟推荐名单的公示 辽宁省人民政府 邮箱系统 无障碍浏览 首页 基础教育 高等教育 网点地图 职业教育 机构 省教育厅（省委教育工委）领导 省教育厅工作职责 业务处室 直属单位 新闻 头版头条 教育部信息 省委省政府信息 教育要闻 战线联播 图片新闻 公开 最新通知 公示公告 教育文件 政策解读 政府信息公开 服务 政务服务 便民服务 互动 12345综合服务平台 群众投诉 征求意见 依申请公开 专题 便民服务 助学贷款政策 辽宁省教育厅 无障碍浏览 ,https://jyt.ln.gov.cn/jyt/gk/gsgg/index.shtml,https://jyt.ln.gov.cn/jyt/gk/gsgg/2026070915484484128/index.shtml,,f5908727c5117a57bc679bc1f4b5dbd7f587d2b2c9abf77ded20fdbc3b020783,2026-07-14 10:00:30,2026-07-14 10:47:37,已截止,0
93,LNJYT_GSGG,省级,辽宁省教育厅,辽宁省教育厅关于2026年国家留学基金委辽宁省地方合作项目拟推荐人选的公示,2026-07-07,2026,招聘后续通知,,本科,详见官方公告,未明确,未明确,,辽宁省教育厅关于2026年国家留学基金委辽宁省地方合作项目拟推荐人选的公示 辽宁省人民政府 邮箱系统 无障碍浏览 首页 基础教育 高等教育 网点地图 职业教育 机构 省教育厅（省委教育工委）领导 省教育厅工作职责 业务处室 直属单位 新闻 头版头条 教育部信息 省委省政府信息 教育要闻 战线联播 图片新闻 公开 最新通知 公示公告 教育文件 政策解读 政府信息公开 服务 政务服务 便民服务 互动 12345综合服务平台 群众投诉 征求意见 依申请公开 专题 便民服务 助学贷款,https://jyt.ln.gov.cn/jyt/gk/gsgg/index.shtml,https://jyt.ln.gov.cn/jyt/gk/gsgg/2026070709145376411/index.shtml,,80442445b36b8cf9d3894c1ab700db081530a74b9f0c31dd83ba8c479aae2788,2026-07-14 10:00:30,2026-08-06 06:05:57,有效,0
61,LNU_HR,沈阳,辽宁大学,辽宁大学2026年面向社会公开招聘工作人员递补体检人员通知,2026-07-07,2026,招聘后续通知,行政|辅导员,不限/未明确,详见官方公告,未明确,未明确,,辽宁大学2026年面向社会公开招聘工作人员递补体检人员通知-辽宁大学 人事处 首页 | 单位介绍 | 机构设置 | 工作职责 | 政策法规 | 现任领导 | 人才招聘 | 下载专区 | 联系我们 · 人事科主要工作职责 · 师资科主要工作职责 · 劳资科主要工作职责 · 人才交流中心主要工作职责 · 教职工思想政治教育与师德师风建设... · 考核工作科主要工作职责 · 辽宁人事人才公共服务网 · 辽宁省人民政府 · 辽宁省人事考试网 · 人才招聘 辽宁大学2026年面向社会,https://rsc.lnu.edu.cn/rczp.htm,https://rsc.lnu.edu.cn/info/10465/70777.htm,,6bbcf76b979a598e5b4acdab75aab398609228c9afed4d287956a2a613ca0cb6,2026-07-14 09:59:45,2026-08-06 06:04:57,有效,0
60,LNU_HR,沈阳,辽宁大学,辽宁大学2026年度公开招聘高层次和急需紧缺人才体检通知,2026-07-07,2026,招聘后续通知,,不限/未明确,详见官方公告,未明确,未明确,,辽宁大学2026年度公开招聘高层次和急需紧缺人才体检通知-辽宁大学 人事处 首页 | 单位介绍 | 机构设置 | 工作职责 | 政策法规 | 现任领导 | 人才招聘 | 下载专区 | 联系我们 · 人事科主要工作职责 · 师资科主要工作职责 · 劳资科主要工作职责 · 人才交流中心主要工作职责 · 教职工思想政治教育与师德师风建设... · 考核工作科主要工作职责 · 辽宁人事人才公共服务网 · 辽宁省人民政府 · 辽宁省人事考试网 · 人才招聘 辽宁大学2026年度公开招聘,https://rsc.lnu.edu.cn/rczp.htm,https://rsc.lnu.edu.cn/info/10465/70778.htm,,0a7570b56d8969fe49a68af5f2261cc7a3a255c71f11af4522dceb2487aa2ebe,2026-07-14 09:59:45,2026-08-06 06:04:57,有效,0
40,DUFE_HR,大连,东北财经大学,东北财经大学2026年职称评审出版系列推荐评审组评审结果公示 2026.07.06,2026-07-06,2026,招聘后续通知,,不限/未明确,详见官方公告,未明确,未明确,,东北财经大学2026年职称评审出版系列推荐评审组评审结果公示 2026.07.06,https://rsc.dufe.edu.cn/rczp/,https://rsc.dufe.edu.cn/rczp/content_99929.html,,d8aea55b9e366720afca17cde4b66161e7380ee99310ae6238b1a3ed02718973,2026-07-14 09:58:05,2026-07-27 06:38:46,有效,0
94,LNJYT_GSGG,省级,辽宁省教育厅,关于2024年度辽宁省高校党建研究课题拟结题课题的公示,2026-07-02,2026,招聘后续通知,,本科,详见官方公告,未明确,未明确,,关于2024年度辽宁省高校党建研究课题拟结题课题的公示 辽宁省人民政府 邮箱系统 无障碍浏览 首页 基础教育 高等教育 网点地图 职业教育 机构 省教育厅（省委教育工委）领导 省教育厅工作职责 业务处室 直属单位 新闻 头版头条 教育部信息 省委省政府信息 教育要闻 战线联播 图片新闻 公开 最新通知 公示公告 教育文件 政策解读 政府信息公开 服务 政务服务 便民服务 互动 12345综合服务平台 群众投诉 征求意见 依申请公开 专题 便民服务 助学贷款政策 辽宁省教育厅 ,https://jyt.ln.gov.cn/jyt/gk/gsgg/index.shtml,https://jyt.ln.gov.cn/jyt/gk/gsgg/2026070216020578630/index.shtml,,40baef42364f2bb4ff71fe7b4cdfb3d06b9d96e65be237a8d94dc87bb8154bdb,2026-07-14 10:00:30,2026-08-06 06:05:57,有效,0
95,LNJYT_GSGG,省级,辽宁省教育厅,关于表彰辽宁省高校优秀共产党员、优秀党务工作者和先进基层党组织的决定,2026-06-29,2026,待人工复核,,本科,详见官方公告,未明确,未明确,,关于表彰辽宁省高校优秀共产党员、优秀党务工作者和先进基层党组织的决定 辽宁省人民政府 邮箱系统 无障碍浏览 首页 基础教育 高等教育 网点地图 职业教育 机构 省教育厅（省委教育工委）领导 省教育厅工作职责 业务处室 直属单位 新闻 头版头条 教育部信息 省委省政府信息 教育要闻 战线联播 图片新闻 公开 最新通知 公示公告 教育文件 政策解读 政府信息公开 服务 政务服务 便民服务 互动 12345综合服务平台 群众投诉 征求意见 依申请公开 专题 便民服务 助学贷款政策 ,https://jyt.ln.gov.cn/jyt/gk/gsgg/index.shtml,https://jyt.ln.gov.cn/jyt/gk/gsgg/2026062918420237462/index.shtml,,4249cc909860559fb659be03fbc3b27906c96cb68ed059bd6b06badefc6a0235,2026-07-14 10:00:30,2026-08-06 06:05:57,有效,0
11,DLUT_HR,大连,大连理工大学,06-25 2026 关于组织开展2026年第3批“连理全球”留学专项（博士后类别）选拔推荐工...,2026-06-25,2026,其他招聘,管理岗,博士,详见官方公告,未明确,是,,关于组织开展2026年第3批“连理全球”留学专项（博士后类别）选拔推荐工作的通知-人力资源处 中文 | English 首页 人才招聘 招聘首页 人才引进 招聘信息 教授课题组招聘 工作动态 机构设置 通知公告 通知公告 七级管理岗任命 师资队伍 师德监督 师德监督 师德师风建设分委员会 博士后工作 流动站简介 政策文件 新闻通告 办事指南 表格下载 党务工作 办事指南 师资室 人事工作室 工资保险室 综合室 文档下载 人才发展室 师资室 人事工作室 工资保险室 综合室 关于,https://perdep.dlut.edu.cn/,https://perdep.dlut.edu.cn/info/1141/22251.htm,https://perdep.dlut.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=2093883458&wbfileid=D1F96C67BC5538354900DE5E8F3EF727|https://perdep.dlut.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=2093883458&wbfileid=BF3C6C1CB824A6E51EDD303EF031DC4A,5745c12e6bb6e8647f4d497358756a6af0345d5e76953139444084e569730c1c,2026-07-14 09:57:35,2026-08-06 06:03:20,有效,0
62,LNU_HR,沈阳,辽宁大学,辽宁大学2026年面向社会公开招聘工作人员体检递补人员通知,2026-06-23,2026,招聘后续通知,行政|辅导员,不限/未明确,详见官方公告,未明确,未明确,,辽宁大学2026年面向社会公开招聘工作人员体检递补人员通知-辽宁大学 人事处 首页 | 单位介绍 | 机构设置 | 工作职责 | 政策法规 | 现任领导 | 人才招聘 | 下载专区 | 联系我们 · 人事科主要工作职责 · 师资科主要工作职责 · 劳资科主要工作职责 · 人才交流中心主要工作职责 · 教职工思想政治教育与师德师风建设... · 考核工作科主要工作职责 · 辽宁人事人才公共服务网 · 辽宁省人民政府 · 辽宁省人事考试网 · 人才招聘 辽宁大学2026年面向社会,https://rsc.lnu.edu.cn/rczp.htm,https://rsc.lnu.edu.cn/info/10465/70776.htm,,63ad15c4710509b9dccbac19326b7f0f0ffa1d6c5f6551bb4588814760db1846,2026-07-14 09:59:45,2026-08-06 06:04:57,有效,0
96,LNJYT_GSGG,省级,辽宁省教育厅,关于辽宁省高中等教育招生考试委员会办公室2026年公开招聘面试人员总成绩 及进入体检人员...,2026-06-15,2026,招聘后续通知,办公室,本科,详见官方公告,未明确,未明确,,关于辽宁省高中等教育招生考试委员会办公室2026年公开招聘面试人员总成绩 及进入体检人员名单的公告 辽宁省人民政府 邮箱系统 无障碍浏览 首页 基础教育 高等教育 网点地图 职业教育 机构 省教育厅（省委教育工委）领导 省教育厅工作职责 业务处室 直属单位 新闻 头版头条 教育部信息 省委省政府信息 教育要闻 战线联播 图片新闻 公开 最新通知 公示公告 教育文件 政策解读 政府信息公开 服务 政务服务 便民服务 互动 12345综合服务平台 群众投诉 征求意见 依申请公开 ,https://jyt.ln.gov.cn/jyt/gk/gsgg/index.shtml,https://jyt.ln.gov.cn/jyt/gk/gsgg/2026061508432238264/index.shtml,,2cf5f7e610570d03523dea50f9cd48ffabeb39b06bd0371cbb8612c540401840,2026-07-14 10:00:30,2026-08-06 06:05:57,有效,0
